filenames,captions
Mercosul-04-jul-2005.jpeg,"[[File:Mercosul-04-jul-2005.jpeg|thumb|right|[[Mercosur]], a regional trade bloc between Argentina, Brazil, Paraguay, Uruguay, and Venezuela.]]"
Diplomatic_relations_of_Brazil.svg,! colspan=&quot;3&quot; |[[File:Diplomatic_relations_of_Brazil.svg|frameless|425x425px]]
British Virgin Islands 1950-2021 Forecast 2022-2032 UN World Population Prospects 2022.svg,"[[File:British Virgin Islands 1950-2021 Forecast 2022-2032 UN World Population Prospects 2022.svg|thumb|300px|[[Population]], [[fertility rate]] and [[net reproduction rate]], United Nations estimates]]"
BruneiDarussalam2021OSM.png,"As of 2009, the statistics of Brunei is as follows:&lt;ref&gt;{{Cite book |last=Agency |first=Central Intelligence |url=https://books.google.com/books?id=pqanFyF6nI0C&amp;dq=Brunei+irrigated+land&amp;pg=PA101 |title=The CIA World Factbook 2010 |date=2009 |publisher=Skyhorse Publishing Inc. |isbn=978-1-60239-727-9 |pages=101 |language=en}}&lt;/ref&gt;[[File:BruneiDarussalam2021OSM.png|thumb|Enlargeable, detailed map of Brunei]]'''Area:'''"
Kuala Belait Highway 15 July 2023 05.jpg,[[File:Kuala Belait Highway 15 July 2023 05.jpg|thumb|A [[Radio masts and towers|telecommunication tower]] in [[Belait District]].]]
Diplomatic relations of Brunei.svg,! colspan=&quot;3&quot; |[[File:Diplomatic relations of Brunei.svg|frameless|425x425px]]
Embassy of Japan in Bandar Seri Begawan 1.jpg,[[File:Embassy of Japan in Bandar Seri Begawan 1.jpg|thumb|Embassy of Japan in Bandar Seri Begawan]]
Kadiitsa IMG 9979.jpg,[[File:Kadiitsa IMG 9979.jpg|thumb|right|250px|alt=a river|A winter view of the [[Vlahina]] Mountain near the border with North Macedonia]]
MontañasDeBulgaria.svg,[[File:MontañasDeBulgaria.svg|thumb|250px|alt=a map|Topographic map of Bulgaria highlighting the main mountain ranges]]
Panorama Ray hut &amp; Botev peak.jpg,[[File:Panorama Ray hut &amp; Botev peak.jpg|thumb|right|540px|alt=a mountain|A view of the central Balkan Mountains]]
Rose Valey Bulgaria 01.JPG,[[File:Rose Valey Bulgaria 01.JPG|thumb|left|250px|alt=a valley with roses|The Rose Valley]]
Pirin panorama crop 1.JPG,[[File:Pirin panorama crop 1.JPG|thumb|right|540px|alt=a mountain|A view of Pirin]]
Ropotamo beach.jpg,[[File:Ropotamo beach.jpg|thumb|right|250px|alt=coastline|The coastline at the river [[Ropotamo]]]]
Koppen-Geiger Map BGR present.svg,[[File:Koppen-Geiger Map BGR present.svg|thumb|left|250px|alt=Köppen climate types of Bulgaria|Köppen climate types of Bulgaria]]
Bulgaria drainage divide.svg,[[File:Bulgaria drainage divide.svg|thumb|250px|Map of drainage systems and drainage divide in Bulgaria]]
Bulgaria Gela 06.jpg,[[File:Bulgaria Gela 06.jpg|thumb|250px|The soils of Bulgaria support both agriculture and natural vegetation]]
Elshitsa-mine.jpg,"[[File:Elshitsa-mine.jpg|right|thumb|250px|alt=a mine|A copper mine near [[Elshitsa]], Pazardzhik Province. Bulgaria is an important producer of copper.]]"
Ranuli.jpg,"[[File:Ranuli.jpg|right|thumb|250px|alt=a forest|A forest habitat near [[Strandzha Nature Park]], southeastern Bulgaria.]]"
Lynx lynx poing.jpg,[[File:Lynx lynx poing.jpg|left|thumb|200px|alt=a lynx|The [[Eurasian lynx]] has a growing population in Bulgaria.]]
Sofia winter (National Assembly) - panoramio.jpg,[[File:Sofia winter (National Assembly) - panoramio.jpg|thumb|The National Assembly]]
En.Wikipedia-VideoWiki-Economy of Bulgaria.webm,[[File:En.Wikipedia-VideoWiki-Economy of Bulgaria.webm|thumb|upright=1.3|Video summary ([[Wikipedia:VideoWiki/Economy of Bulgaria|script]])]]
Economic Growth in Bulgaria.gif,[[File:Economic Growth in Bulgaria.gif|right|thumb|GDP Growth (green vs. red) and Unemployment (blue) since 2001]]
Public and Private Foreign Debt for Bulgaria.gif,[[File:Public and Private Foreign Debt for Bulgaria.gif|right|thumb|Public (dark red) vs. private (light red) foreign debt (red line)]]
Economic Growth in Bulgaria.gif,[[File:Economic Growth in Bulgaria.gif|thumb|300px|Positive indicators for the Bulgarian economy: high GDP growth and falling unemployment]]
Public and Private Foreign Debt for Bulgaria.gif,"[[File:Public and Private Foreign Debt for Bulgaria.gif|thumb|300px|Negative indicators for the Bulgarian economy: high levels of foreign debt have happened before falls in GDP, e.g., in 1996, 2008 and 2012. Then, before the 2020 fall in GDP, Bulgaria had lowertotal debt]]"
Galabovo.jpg,"[[File:Galabovo.jpg|thumb|right|AES Galabovo, part of Maritza Iztok Complex]]"
RoseEssentialOil.png,"{{Imageframe|width=340|content=[[File:RoseEssentialOil.png|168px]] [[File:LavenderEssentialOil.png|166px]]|caption=Bulgaria is the largest world producer of [[rose oil|rose]] and [[lavender oil]],&lt;br&gt; the most widely used essential oils in [[perfumery]].&lt;ref&gt;[http://www.centcom.mil/bulgaria Bulgaria] {{webarchive |url=https://web.archive.org/web/20111018052026/http://www.centcom.mil/bulgaria |date=18 October 2011 }} - U.S. Central Command Factbook&lt;/ref&gt;&lt;ref&gt;[http://www.chinapost.com.tw/business/europe/2011/07/14/309719/Bulgarian-lavender.htm Bulgarian lavender producers worried about demand drop] {{webarchive|url=https://web.archive.org/web/20120108051947/http://www.chinapost.com.tw/business/europe/2011/07/14/309719/Bulgarian-lavender.htm |date=8 January 2012 }}, China Post, 14 July 2011&lt;/ref&gt;|align=right}}"
LavenderEssentialOil.png,"{{Imageframe|width=340|content=[[File:RoseEssentialOil.png|168px]] [[File:LavenderEssentialOil.png|166px]]|caption=Bulgaria is the largest world producer of [[rose oil|rose]] and [[lavender oil]],&lt;br&gt; the most widely used essential oils in [[perfumery]].&lt;ref&gt;[http://www.centcom.mil/bulgaria Bulgaria] {{webarchive |url=https://web.archive.org/web/20111018052026/http://www.centcom.mil/bulgaria |date=18 October 2011 }} - U.S. Central Command Factbook&lt;/ref&gt;&lt;ref&gt;[http://www.chinapost.com.tw/business/europe/2011/07/14/309719/Bulgarian-lavender.htm Bulgarian lavender producers worried about demand drop] {{webarchive|url=https://web.archive.org/web/20120108051947/http://www.chinapost.com.tw/business/europe/2011/07/14/309719/Bulgarian-lavender.htm |date=8 January 2012 }}, China Post, 14 July 2011&lt;/ref&gt;|align=right}}"
Harvester DON IMG 4141.JPG,[[File:Harvester DON IMG 4141.JPG|thumb|left|[[Combine harvester]] near [[Slivnitsa]]. About 43% of Bulgaria's land is arable.]]
BDZ Baureihe 9452.JPG,"[[File:BDZ Baureihe 9452.JPG|thumb|right|A [[Siemens]] railcar of the [[Bulgarian State Railways]]. Bulgaria's largely antiquated rail transport system is gradually being modernized.&lt;ref&gt;[http://www.mediapool.bg/show/?storyid=142327 Железниците почват да возят с автобуси], mediapool.bg, 11 August 2008&lt;/ref&gt;&lt;ref&gt;{{cite web |url=http://parliament.europe.bg/htmls/page.php?id=14017&amp;category=5 |title=Bulgarian railroad network is being modernized with 580 million euro European resources |date=24 April 2008 |publisher=Bulgarian Parliament |access-date=2 November 2011 |language=bg |url-status=dead |archive-url=https://web.archive.org/web/20110511203035/http://parliament.europe.bg/htmls/page.php?id=14017&amp;category=5 |archive-date=11 May 2011}}&lt;/ref&gt;]]"
Rozhen dome 3.jpg,[[File:Rozhen dome 3.jpg|thumb|left|Tower of the {{convert|200|cm|0|abbr=on}} telescope at the [[Rozhen Observatory]].]]
Unemployment in Bulgaria.JPG,[[File:Unemployment in Bulgaria.JPG|thumb|Unemployment in Bulgaria (Q1 2003- Q1 2013)&lt;ref&gt;{{cite web|title=Umemployed persons|url=http://www.nsi.bg/otrasal.php?otr=26&amp;a1=735&amp;a2=736&amp;a3=739|publisher=NSI|access-date=27 July 2013|language=bg|url-status=dead|archive-url=https://web.archive.org/web/20130614103210/http://www.nsi.bg/otrasal.php?otr=26&amp;a1=735&amp;a2=736&amp;a3=739|archive-date=14 June 2013}}&lt;/ref&gt;]]
Eurostat public debt GDP.png,[[File:Eurostat public debt GDP.png|250px|thumb|right|Government debt as a percent of [[GDP]] in [[European Union|EU]] in 2012. Bulgaria has [[List of countries by public debt|one of the lowest rates]] of [[Debt-to-GDP ratio]].]]
PD-icon.svg,[[File:PD-icon.svg|15px|link=|alt=]]&amp;nbsp;''This article incorporates [[public domain|public domain material]] [https://www.loc.gov/rr/frd/cs/profiles/Bulgaria.pdf Bulgaria country profile] (October 2006) from websites or documents of the [[Library of Congress]] [[Federal Research Division]].
Vakareltower.JPG,"[[File:Vakareltower.JPG|thumb|right|275px|Blaw-Knox tower and two mast antennae, [[Vakarel radio transmitter]]]]"
"Desiro on the Sofia-Lakatnik line, 14 February 2012.jpg","[[File:Desiro on the Sofia-Lakatnik line, 14 February 2012.jpg|thumb|250px|[[Siemens Desiro]] train on the [[Sofia]]–[[Lakatnik]] line]]"
Krasno_Selo_metrostation.jpg,[[File:Krasno_Selo_metrostation.jpg|250px|thumb|right|Krasno Selo metro station]]
Bulgaria Highways EN.svg,[[File:Bulgaria Highways EN.svg|350px|thumbnail|Motorways construction timeline]]
Mihail ganchev captain.JPG,"[[File:Mihail ganchev captain.JPG|thumb|left|200px|Bulgarian [[militia]]men from the Ganchev Detachment in the region of Western Bulgaria, ca. 1900]]"
"Camels on the way to Catalca, 1912.jpg","[[File:Camels on the way to Catalca, 1912.jpg|thumb|250px|right|A [[camel]] caravan of the Bulgarian 17th Regiment carrying supplies for the [[First Battle of Çatalca|Çatalca operation]], 1912 ]]"
Bulgarian army adrinople.jpg,"[[File:Bulgarian army adrinople.jpg|thumb|left|250px|Soldiers preparing for an assault against [[Adrianople]], 1912]]"
Nikola Todorov Zhekov.jpg,"[[File:Nikola Todorov Zhekov.jpg|thumb|170px|Gen. [[Nikola Zhekov]], Commander-in-Chief of the Bulgarian Army during World War I]]"
Fiat Ansaldo.jpg,"[[File:Fiat Ansaldo.jpg|thumb|left|250px|Bulgarian [[L3/33|CV-33]] tankettes, early 1930s]]"
376bombgroup-bulgaria-01-jun-1944.gif,"[[File:376bombgroup-bulgaria-01-jun-1944.gif|thumb|right|The [[Bombing of Sofia in World War II]], 1944]]"
SF - dismounted patrol.JPG,"[[File:SF - dismounted patrol.JPG|thumb|right|A Land Forces dismounted patrol in Afghanistan, January 2011]]"
Armed Forces Bulgaria.png,[[File:Armed Forces Bulgaria.png|thumb|right|600px|Structure of the Bulgarian Armed Forces]]
Rakovski Military Academy.JPG,[[File:Rakovski Military Academy.JPG|thumb|250px|Rakovski Defence and Staff College]]
M2 Novo Selo 2ndLIF.jpg,[[File:M2 Novo Selo 2ndLIF.jpg|thumb|left|230px|Bulgarian trooper fires an [[M2 Browning]] .50 cal machine gun at the Novo Selo training range]]
Bulgarian T-72 tanks.JPEG,[[File:Bulgarian T-72 tanks.JPEG|thumb|220px|T-72 tanks advance towards the OPFOR on an exercise]]
41daring.JPG,[[File:41daring.JPG|thumb|right|255px|Bulgarian Frigate ''Drazki'']]
Mig29 graf ignatievo.jpg,[[File:Mig29 graf ignatievo.jpg|thumb|250px|A [[Bulgarian Air Force|BAF]] [[Mikoyan MiG-29|MiG-29]] at [[Graf Ignatievo Air Base]]]]
Stryker IFV Novo selo.jpg,[[File:Stryker IFV Novo selo.jpg|thumb|200px|right|A US [[Stryker]] IFV on a training range near Novo Selo]]
LocationBurkinaFaso.svg,[[File:LocationBurkinaFaso.svg|thumb|Location of Burkina Faso]]
Burkina_Faso_Provinces.png,[[File:Burkina_Faso_Provinces.png|thumb|200px|Provinces of Burkina Faso]]
Burkina Faso departments.png,[[File:Burkina Faso departments.png|thumb|left|200px|Departments of Burkina Faso]]
Koppen-Geiger Map BFA present.svg,[[File:Koppen-Geiger Map BFA present.svg|thumb|250px|Köppen climate classification map of Burkina Faso]]
Vendeuse d'arachides.jpg,[[File:Vendeuse d'arachides.jpg|thumb|right|250px|[[Peanut]] seller in [[Ouagadougou]]]]
Burkina Faso Population 1950-2021 Forecast 2022-2032 UN World Population Prospects 2022.svg,"[[File:Burkina Faso Population 1950-2021 Forecast 2022-2032 UN World Population Prospects 2022.svg|thumb|350px|[[Population]], [[fertility rate]] and [[net reproduction rate]], United Nations estimates]]"
Burkina Faso single age population pyramid 2020.png,[[File:Burkina Faso single age population pyramid 2020.png|thumb|Pyramid population of Burkina Faso in 2020]]
Life expectancy in Burkina Faso.svg,[[File:Life expectancy in Burkina Faso.svg|thumb|Life expectancy development in Burkina Faso]]
Blaise Compaoré 2014 White House.png,[[File:Blaise Compaoré 2014 White House.png|thumb|President [[Blaise Compaoré]] ruled Burkina Faso from a coup d'état in 1987 to his resignation in 2014.]]
Burkina Faso Exports Treemap (2009).jpg,[[File:Burkina Faso Exports Treemap (2009).jpg|thumb|left|Burkina Faso Exports Treemap (2009). [http://atlas.cid.harvard.edu/explore/?country=21&amp;partner=undefined&amp;product=undefined&amp;productClass=HS&amp;startYear=undefined&amp;target=Product&amp;year=2016 See the 2016 figure] ]]
Un-burkina-faso.png,"[[File:Un-burkina-faso.png|thumb|upright=1.35|A 2007 map of Burkina Faso, including main and secondary roads, major airports, and railroad lines.]]"
Ouagadougou road.jpg,[[File:Ouagadougou road.jpg|thumb]]
"ASC Leiden - van Achterberg Collection - 5 - 001 - Un marché lors d'une pause en bus de Ouagadougou à Bobo-Dioulasso - Boromo, province des Balé, Burkina Faso, 19-26 août 2001.tif","[[File:ASC Leiden - van Achterberg Collection - 5 - 001 - Un marché lors d'une pause en bus de Ouagadougou à Bobo-Dioulasso - Boromo, province des Balé, Burkina Faso, 19-26 août 2001.tif|thumb|&quot;S. T. M. B.&quot; (Service de Transport Mixte Bangrin.) A market during a break in the bus journey from Ouagadougou to Bobo-Dioulasso. Boromo, Balé Province, Burkina Faso, 2001]]"
Plane in Ouagadougou.jpg,[[File:Plane in Ouagadougou.jpg|thumb]]
Sitarail train.jpg,[[File:Sitarail train.jpg|thumb]]
Coat of arms of Burkina Faso.svg,| image = [[File:Coat of arms of Burkina Faso.svg|180px]]
Defense.gov photo essay 100501-F-3745E-033.jpg,[[File:Defense.gov photo essay 100501-F-3745E-033.jpg|thumb|Soldiers from Burkina Faso before deployment to an exercise in [[Mali]] (2010)]]
Roundel of Burkina Faso.svg,[[File:Roundel of Burkina Faso.svg|thumb|150px|left| The [[roundel]] used by the Air Force]]
SIAI-Marchetti SF-260WL Warrior (modified).jpg,"[[File:SIAI-Marchetti SF-260WL Warrior (modified).jpg|thumb|An SF 260C in France, painted in the Burkina Faso Air Force livery]]"
Diplomatic relations of Burkina Faso.svg,"[[File:Diplomatic relations of Burkina Faso.svg|300px|thumb|Nations with which Burkina Faso has diplomatic relations.]][[Burkina Faso]] has good relations with the European Union,&lt;ref&gt;{{cite web| url = https://eeas.europa.eu/delegations/burkina-faso_en/4352/Burkina%20Faso%20and%20the%20EU| title = Delegation of European Union to Burkina Faso Webpage.}}&lt;/ref&gt; African&lt;ref&gt;{{cite web| url = https://www.globalsecurity.org/military/world/africa/bf-forrel.htm| title = Global Security Article on Burkina Faso's Foreign relations.}}&lt;/ref&gt; and certain Asian countries. France, the former colonial power, in particular, continues to provide significant aid and supports [[Blaise Compaoré|Compaoré's]] developing role as a regional powerbroker."
Burundi map OMC.png,|map = [[File:Burundi map OMC.png|250px]]&lt;br&gt;&lt;br&gt;[[File:LocationBurundi.svg|240px]]
LocationBurundi.svg,|map = [[File:Burundi map OMC.png|250px]]&lt;br&gt;&lt;br&gt;[[File:LocationBurundi.svg|240px]]
Burundi Topography.png,[[File:Burundi Topography.png|thumb|Topography of Burundi]]
Burundi2021OSM.png,"[[File:Burundi2021OSM.png|thumb|Enlargeable, detailed map of Burundi]]"
Burundi location map.svg,[[File:Burundi location map.svg|thumb|State of Burundi]]
Haut plateau.jpg,[[File:Haut plateau.jpg|thumb|left|Plateau of Burundi]]
Burundi Population 1950-2021 Forecast 2022-2032 UN World Population Prospects 2022.svg,"[[File:Burundi Population 1950-2021 Forecast 2022-2032 UN World Population Prospects 2022.svg|thumb|350px|Estimated [[population]], [[fertility rate]] and [[net reproduction rate]] by year according to United Nations estimates]]"
Burundi single age population pyramid 2020.png,[[File:Burundi single age population pyramid 2020.png|thumb|350px|Population pyramid of Burundi in 2020]]
Karuzi Burundi goats.jpg,"[[File:Karuzi Burundi goats.jpg|thumb|200px|left|Goat rearing has been promoted as a source of income for rural-dwelling Burundians.]]IMF structural adjustment programs in Burundi were suspended following the outbreak of the crisis in 1993. The World Bank has identified key areas for potential growth, including the productivity of traditional crops and the introduction of new exports, light manufactures, industrial mining, and services. Other serious problems include the state's role in the economy, the question of governmental transparency, and debt reduction."
Bujumbura International Airport.jpg,[[File:Bujumbura International Airport.jpg|thumb|Arrival at Bujumbura International Airport]]
